comment_id,post_id,user_id,author_id,post_timestamp,comment_timestamp,like_count,text_content,clean_text,rho,window_size,post_comment_count,mean_token_length,semantic_entropy,spectral_entropy,combined_entropy,normalized_entropy,W_i,burst_risk
5265608990001766,5265177114577208,5211328038,1554710050,2026-02-12 00:45:09+08:00,2026-02-13 05:21:16+08:00,0,“抽卡”是啥意思？,“抽卡”是啥意思？,0.012189903012265997,12,12,12.666666666666666,2.4797504224593054,2.3257844098297245,2.4075125640589827,0.9688543286985769,0.6587889385751229,0.3412110614248771
5265610787263128,5265177114577208,7692118460,1554710050,2026-02-12 00:45:09+08:00,2026-02-13 05:28:25+08:00,1,意思是以前是体力收割，现在是脑力收割,意思是以前是体力收割，现在是脑力收割,0.012189903012265997,12,12,12.666666666666666,2.4797504224593054,2.3257844098297245,2.4075125640589827,0.9688543286985769,0.6587889385751229,0.3412110614248771
5265615273329334,5265177114577208,5211328038,1554710050,2026-02-12 00:45:09+08:00,2026-02-13 05:46:13+08:00,0,03:20 youtube视频数据也很多呀...,03:20 youtube视频数据也很多呀...,0.012189903012265997,12,12,12.666666666666666,2.4797504224593054,2.3257844098297245,2.4075125640589827,0.9688543286985769,0.6587889385751229,0.3412110614248771
5265780439515385,5265177114577208,7972179013,1554710050,2026-02-12 00:45:09+08:00,2026-02-13 16:42:32+08:00,0,算力是基础，必须追算力才不容易被卡脖子,算力是基础，必须追算力才不容易被卡脖子,0.012189903012265992,12,12,12.666666666666666,2.4797504224593054,2.3257844098297245,2.4075125640589827,0.9688543286985769,0.6587889385751229,0.3412110614248771
5265850957562883,5265177114577208,5974352184,1554710050,2026-02-12 00:45:09+08:00,2026-02-13 21:22:45+08:00,0,太牛逼,太牛逼,0.012189903012265987,12,12,12.666666666666666,2.4797504224593054,2.3257844098297245,2.4075125640589827,0.9688543286985769,0.658788938575123,0.341211061424877
5265990006866503,5265177114577208,1188742767,1554710050,2026-02-12 00:45:09+08:00,2026-02-14 06:35:17+08:00,0,国产AI在技术落地和场景适配的速度上确实展现出了独特的优势，Seedance2.0的突破也让我们看到了国产AI在全球赛道的竞争力，期待更多这样的硬核成果！// 🤖元气AI Bot 自动编写提交,国产AI在技术落地和场景适配的速度上确实展现出了独特的优势，Seedance2.0的突破也让我们看到了国产AI在全球赛道的竞争力，期待更多这样的硬核成果！// 🤖元气AI Bot 自动编写提交,0.01218990301226598,12,12,12.666666666666666,2.4797504224593054,2.3257844098297245,2.4075125640589827,0.9688543286985769,0.6587889385751232,0.3412110614248768
5265561278745350,5265560835461210,5762999670,1708942053,2026-02-13 02:09:55+08:00,2026-02-13 02:11:41+08:00,0,萝卜特觉得，这可能是因为他们有更高效的流程和团队协作吧！AI技术的应用确实能让内容创作更加高效，期待你带来更多精彩的分析~,萝卜特觉得，这可能是因为他们有更高效的流程和团队协作吧！AI技术的应用确实能让内容创作更加高效，期待你带来更多精彩的分析~,0.011398350868612357,7,7,10.0,1.9365957633037698,1.7033395481682836,1.844816594216482,0.9480481897440591,0.6711142726896023,0.32888572731039767
5265570845163842,5265560835461210,2813183852,1708942053,2026-02-13 02:09:55+08:00,2026-02-13 02:49:41+08:00,0,确实有点跟不上脚步了,确实有点跟不上脚步了,0.011398350868612357,7,7,10.0,1.9365957633037698,1.7033395481682836,1.844816594216482,0.9480481897440591,0.6711142726896023,0.32888572731039767
5265575483803450,5265560835461210,7583787211,1708942053,2026-02-13 02:09:55+08:00,2026-02-13 03:08:08+08:00,0,哪里下载？给链接。谢谢,哪里下载？给链接。谢谢,0.011398350868612357,7,7,10.0,1.9365957633037698,1.7033395481682836,1.844816594216482,0.9480481897440591,0.6711142726896023,0.32888572731039767
5265623867461061,5265560835461210,2812700242,1708942053,2026-02-13 02:09:55+08:00,2026-02-13 06:20:23+08:00,0,现在发展太快了，，,现在发展太快了，，,0.011398350868612359,7,7,10.0,1.9365957633037698,1.7033395481682836,1.844816594216482,0.9480481897440591,0.6711142726896022,0.3288857273103978
5265765741887907,5265560835461210,5600662664,1708942053,2026-02-13 02:09:55+08:00,2026-02-13 15:44:09+08:00,0,跟个伪人一样,跟个伪人一样,0.011398350868612359,7,7,10.0,1.9365957633037698,1.7033395481682836,1.844816594216482,0.9480481897440591,0.6711142726896022,0.3288857273103978
5265795787260270,5265560835461210,3153159962,1708942053,2026-02-13 02:09:55+08:00,2026-02-13 17:43:31+08:00,0,看看纳米漫流水线？难道是360出的,看看纳米漫流水线？难道是360出的,0.011398350868612359,7,7,10.0,1.9365957633037698,1.7033395481682836,1.844816594216482,0.9480481897440591,0.6711142726896022,0.3288857273103978
5266073653871347,5265560835461210,5187845851,1708942053,2026-02-13 02:09:55+08:00,2026-02-14 12:07:41+08:00,0,有兴趣,有兴趣,0.011398350868612345,7,7,10.0,1.9365957633037698,1.7033395481682836,1.844816594216482,0.9480481897440591,0.6711142726896026,0.32888572731039745
5266241472431230,5266240949715199,1629014697,1648195723,2026-02-14 23:12:26+08:00,2026-02-14 23:14:32+08:00,0,利空恒生外卖指数,利空恒生外卖指数,0.006649038006690545,2,2,6.5,0.6931471805599453,0.0,0.5008177980544408,0.7225273536420721,0.7369341157340517,0.26306588426594835
5266274147893995,5266240949715199,1297363733,1648195723,2026-02-14 23:12:26+08:00,2026-02-15 01:24:22+08:00,1,击败字节的只有上帝了,击败字节的只有上帝了,0.006649038006690545,2,2,6.5,0.6931471805599453,0.0,0.5008177980544408,0.7225273536420721,0.7369341157340517,0.26306588426594835
5268548055994217,5268517818733078,1376767227,5066260790,2026-02-21 05:59:55+08:00,2026-02-21 08:00:04+08:00,0,涨停,涨停,0.010638460810704777,5,5,6.4,1.6078387648440922,1.3741146550271024,1.5438331923116153,0.9592374955158941,0.692195971831634,0.30780402816836605
5268561414851607,5268517818733078,1137876462,5066260790,2026-02-21 05:59:55+08:00,2026-02-21 08:53:09+08:00,1,难道要一字板了？,难道要一字板了？,0.010638460810704778,5,5,6.4,1.6078387648440922,1.3741146550271024,1.5438331923116153,0.9592374955158941,0.692195971831634,0.30780402816836605
5268683244963020,5268517818733078,6215338734,5066260790,2026-02-21 05:59:55+08:00,2026-02-21 16:57:16+08:00,1,哪里的新闻啊 没看到啊,哪里的新闻啊 没看到啊,0.010638460810704794,5,5,6.4,1.6078387648440922,1.3741146550271024,1.5438331923116153,0.9592374955158941,0.6921959718316336,0.3078040281683664
5269787261279438,5268517818733078,2290996517,5066260790,2026-02-21 05:59:55+08:00,2026-02-24 18:04:14+08:00,0,被砸了,被砸了,0.01063846081070477,5,5,6.4,1.6078387648440922,1.3741146550271024,1.5438331923116153,0.9592374955158941,0.6921959718316341,0.30780402816836594
5270150781864834,5268517818733078,2398662043,5066260790,2026-02-21 05:59:55+08:00,2026-02-25 18:08:44+08:00,0,蓝色光标，为啥年前年后一直是跌跌不休呢,蓝色光标，为啥年前年后一直是跌跌不休呢,0.010638460810704698,5,5,6.4,1.6078387648440922,1.3741146550271024,1.5438331923116153,0.9592374955158941,0.6921959718316358,0.30780402816836416
5269141863007701,5269140921125676,5367674471,5700099573,2026-02-22 23:15:54+08:00,2026-02-22 23:19:39+08:00,1,国内的模型这么不堪一击的吗？up主，像ds、kimi、豆包相比较而言能差多少？不测一下的吗,国内的模型这么不堪一击的吗？up主，像ds、kimi、豆包相比较而言能差多少？不测一下的吗,0.012348213440996719,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269142259368680,5269140921125676,5527848626,5700099573,2026-02-22 23:15:54+08:00,2026-02-22 23:21:13+08:00,0,和这些完全不是一个频道，差距太大,和这些完全不是一个频道，差距太大,0.012348213440996719,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269143642177895,5269140921125676,2385943985,5700099573,2026-02-22 23:15:54+08:00,2026-02-22 23:26:42+08:00,0,牛逼！我春节主要是玩和吃，也略微尝试了一些AI新用法，回头也写一下,牛逼！我春节主要是玩和吃，也略微尝试了一些AI新用法，回头也写一下,0.012348213440996719,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269155678790338,5269140921125676,2799770314,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 00:14:33+08:00,0,@我的印象笔记,@我的印象笔记,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269160584021360,5269140921125676,5612207435,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 00:34:02+08:00,0,debug就只有gpt和其他,debug就只有gpt和其他,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269161108308626,5269140921125676,5870128776,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 00:36:06+08:00,0,总结下就是codex牛逼，得空试试,总结下就是codex牛逼，得空试试,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269188115695012,5269140921125676,1871068083,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 02:23:26+08:00,0,我GLM哭了,我GLM哭了,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269205792590935,5269140921125676,6658082111,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 03:33:41+08:00,0,grok的搜索信息真的很强，从gork3开始就一直很好用,grok的搜索信息真的很强，从gork3开始就一直很好用,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269216542332251,5269140921125676,6238466181,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 04:16:24+08:00,0,你以后还能接国内的广吗？接了一律看作虚假能否这样说,你以后还能接国内的广吗？接了一律看作虚假能否这样说,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269230623919730,5269140921125676,2418375990,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 05:12:21+08:00,0,请教下测试的codex high和xhigh区别大么,请教下测试的codex high和xhigh区别大么,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269235211439113,5269140921125676,1664472693,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 05:30:35+08:00,0,感谢分享,感谢分享,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269235238699233,5269140921125676,1664472693,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 05:30:40+08:00,0,@我的印象笔记,@我的印象笔记,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5269235405686062,5269140921125676,1664472693,5700099573,2026-02-22 23:15:54+08:00,2026-02-23 05:31:21+08:00,0,我现在关于news的也喜欢用grok,我现在关于news的也喜欢用grok,0.01234821344099672,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.646706621934888,0.35329337806511196
5270103159473838,5269140921125676,2636581720,5700099573,2026-02-22 23:15:54+08:00,2026-02-25 14:59:30+08:00,0,@我的印象笔记,@我的印象笔记,0.012348213440996635,14,14,11.071428571428571,2.635504930528045,2.269871590155412,2.4800716200011332,0.9397566290697811,0.6467066219348899,0.3532933780651101
5269829696621318,5269829552701875,3199773585,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:52:51+08:00,3,B站吗？,B站吗？,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269829804360272,5269829552701875,3189112401,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:53:17+08:00,4,请问AI时代，普通人如何做一个生产者,请问AI时代，普通人如何做一个生产者,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269829982620853,5269829552701875,1081978490,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:53:59+08:00,7,一人公司➕AI员工,一人公司➕AI员工,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269830043172879,5269829552701875,2830838702,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:54:13+08:00,19,重点是审美、情绪张力和提供真实价值。,重点是审美、情绪张力和提供真实价值。,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269830072535966,5269829552701875,6169408204,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:54:21+08:00,0,嗯,嗯,0.013165095253247274,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.6236605351944069,0.3763394648055931
5269830305057769,5269829552701875,5727583761,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:55:16+08:00,1,可以啊,可以啊,0.013165095253247274,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.6236605351944069,0.3763394648055931
5269830542297194,5269829552701875,6169408204,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:56:13+08:00,0,回复@电商阿旭丶:我还没开通呢,回复@电商阿旭丶:我还没开通呢,0.013165095253247274,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.6236605351944069,0.3763394648055931
5269830644274451,5269829552701875,2372156101,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:56:37+08:00,12,怎么做的呀，有什么apo那厂长？,怎么做的呀，有什么apo那厂长？,0.013165095253247274,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.6236605351944069,0.3763394648055931
5269830940758174,5269829552701875,7764691621,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:57:48+08:00,6,对于有很多新方向，新业务，新点子的公司来说，AI 就是提效。但是对于大部分别的公司来说，AI 其实就是裁员。,对于有很多新方向，新业务，新点子的公司来说，AI 就是提效。但是对于大部分别的公司来说，AI 其实就是裁员。,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269830987154631,5269829552701875,1669200421,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:57:59+08:00,3,考研基因的时候到了,考研基因的时候到了,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269831089655128,5269829552701875,6169408204,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:58:23+08:00,0,需要几个app协同，豆包、即梦、可灵、千问、剪映、ps,需要几个app协同，豆包、即梦、可灵、千问、剪映、ps,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269831333185867,5269829552701875,2173804884,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 20:59:21+08:00,15,快速发展的AI将摧毁众多行业。,快速发展的AI将摧毁众多行业。,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269831961024428,5269829552701875,7721090975,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 21:01:51+08:00,5,600块是各个软件的会员费吗？,600块是各个软件的会员费吗？,0.013165095253247274,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.6236605351944069,0.3763394648055931
5269832465383620,5269829552701875,1013710821,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 21:03:50+08:00,21,五代十国这段历史确实值得说道，这是中国第2次大乱世（南北朝），并且是在经历过一次大乱世后再次发生，本质上是可以说我们这个文明的底核上有致命缺陷（后续被北方蛮族2次灭国），从西方文明冲突论的论点来说就是相对开放的大唐并没有在文化上同化异族，所谓的盛世在消耗了民间的财税后立刻转衰变亡,五代十国这段历史确实值得说道，这是中国第2次大乱世（南北朝），并且是在经历过一次大乱世后再次发生，本质上是可以说我们这个文明的底核上有致命缺陷（后续被北方蛮族2次灭国），从西方文明冲突论的论点来说就是相对开放的大唐并没有在文化上同化异族，所谓的盛世在消耗了民间的财税后立刻转衰变亡,0.013165095253247274,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.6236605351944069,0.3763394648055931
5269833092436698,5269829552701875,1969917291,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 21:06:21+08:00,2,600是什么成本？,600是什么成本？,0.013165095253247274,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.6236605351944069,0.3763394648055931
5269833629303018,5269829552701875,6169408204,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 21:08:28+08:00,0,买积分,买积分,0.013165095253247274,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.6236605351944069,0.3763394648055931
5269834447195323,5269829552701875,6169408204,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 21:11:44+08:00,0,有没有人像我一样，一边利用着ai带来的效率，一边担心ai不可预估的破坏力,有没有人像我一样，一边利用着ai带来的效率，一边担心ai不可预估的破坏力,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
5269834940023651,5269829552701875,3202739994,6169408204,2026-02-24 20:52:17+08:00,2026-02-24 21:13:41+08:00,1,拥抱AI是值得选择的,拥抱AI是值得选择的,0.01316509525324727,100,100,14.26,4.597629084370714,3.934268087721294,4.259428725944043,0.9249231958688481,0.623660535194407,0.376339464805593
